player_name,Player,season,G,Min,eFG_per,OR_per,DR_per,TO_per,FTr,Fguse_per,ShotUse_per,AstRate,FG3r,BLKr,STLr,PF/48min,FG2_per,FG3_per,TREB_per,Floor_per,ORTG,PtsProd,PossUsg,DRTG,NetPts/48,NetPtsAR,WinsAR,StartYear,YearsInLeague,all_nba,team,Positions
Cheese Johnson,"Johnson,Cheese",1980,9,53,0.4,0.121,0.172,0.135,0.1,0.308,0.297,0.057,0,0,0.009,10,0.4,,0.146,0.45,88.2,26,27%,109,-4.8,-3,-0.1,1980,1,0,None,2.5
Chris Johnson,"Johnson,Chris",2011,14,139,0.429,0.107,0.175,0.267,0.714,0.093,0.116,0.031,0,0.041,0.012,7.3,0.429,,0.141,0.43,91.1,34,15%,108,-2.7,-2,-0.1,2011,1,0,None,4.5
Chris Johnson,"Johnson,Chris",2012,27,175,0.488,0.1,0.168,0.255,0.366,0.142,0.152,0.018,0,0.031,0.018,9,0.488,,0.134,0.43,89.8,53,18%,108,-3.2,-4,-0.1,2011,2,0,None,4.5
Chris Johnson,"Johnson,Chris",2013,30,284,0.64,0.078,0.166,0.151,0.28,0.155,0.164,0.049,0,0.058,0.013,8.3,0.64,,0.121,0.56,113.8,98,16%,107.6,0.5,15,0.5,2011,3,0,None,4.5
Chris(a) Johnson,"Johnson,Chris5",2013,8,102,0.56,0.057,0.071,0.155,0.04,0.145,0.136,0.031,0.72,0,0.021,2.4,0.714,0.333,0.064,0.49,116,22,10%,97.6,1.6,8,0.3,2013,1,0,None,2
Chris(a) Johnson,"Johnson,Chris5",2014,40,789,0.498,0.043,0.098,0.107,0.173,0.156,0.153,0.062,0.593,0.003,0.018,3.8,0.483,0.339,0.07,0.43,102.5,210,13%,108.6,-1.4,10,0.3,2013,2,0,None,2
Chris(a) Johnson,"Johnson,Chris5",2015,29,527,0.494,0.017,0.102,0.111,0.091,0.174,0.163,0.046,0.617,0.008,0.025,4,0.576,0.295,0.059,0.4,96.2,130,13%,105.4,-1.6,4,0.1,2013,3,0,None,2
Clay Johnson,"Johnson,Clay",1982,7,65,0.55,0.139,0.065,0.256,0.15,0.161,0.162,0.132,0,0.024,0.021,9.6,0.55,,0.101,0.52,101.6,28,20%,106.2,-1,1,0,1982,1,0,None,1.5
Clay Johnson,"Johnson,Clay",1983,48,447,0.393,0.104,0.069,0.163,0.281,0.159,0.164,0.061,0.015,0.005,0.023,6.7,0.398,0,0.085,0.5,101.5,155,16%,107,-1.4,6,0.2,1982,2,0,None,1.5
Clay Johnson,"Johnson,Clay",1984,25,176,0.41,0.039,0.039,0.195,0.28,0.159,0.164,0.105,0.02,0.006,0.022,6.5,0.388,1,0.039,0.46,91.1,56,17%,110,-3.5,-6,-0.2,1982,3,0,None,1.5
Clemon Johnson,"Johnson,Clemon",1979,74,794,0.47,0.115,0.203,0.226,0.166,0.147,0.148,0.128,0,0.025,0.013,7.3,0.47,,0.158,0.5,96.7,278,17%,102.5,-1.2,13,0.4,,,0,None,
Clemon Johnson,"Johnson,Clemon",1980,79,1541,0.503,0.095,0.172,0.169,0.187,0.133,0.132,0.095,0,0.041,0.014,6.6,0.503,,0.132,0.55,109.5,506,14%,104.9,0.2,71,2.4,,,0,None,
Clemon Johnson,"Johnson,Clemon",1981,81,1643,0.504,0.111,0.202,0.203,0.24,0.154,0.157,0.118,0.002,0.04,0.013,5.4,0.505,0,0.155,0.54,105,627,17%,103.6,0.1,73,2.4,,,0,None,
Clemon Johnson,"Johnson,Clemon",1982,79,1979,0.487,0.099,0.217,0.183,0.192,0.179,0.179,0.094,0,0.032,0.015,5.8,0.487,,0.156,0.51,101.4,766,19%,101.4,0,81,2.7,,,0,None,
Clemon Johnson,"Johnson,Clemon",1983,83,1914,0.515,0.106,0.187,0.181,0.191,0.161,0.161,0.095,0.002,0.026,0.016,5.5,0.516,0,0.146,0.54,107.3,734,17%,103.8,0.3,93,3.1,,,0,None,
Clemon Johnson,"Johnson,Clemon",1984,80,1721,0.468,0.089,0.171,0.199,0.167,0.14,0.134,0.043,0,0.021,0.01,5.7,0.468,,0.131,0.5,97.9,466,13%,105,-1.3,24,0.8,,,0,None,
Clemon Johnson,"Johnson,Clemon",1985,58,875,0.498,0.12,0.165,0.168,0.153,0.152,0.141,0.051,0.004,0.028,0.008,6.1,0.5,0,0.142,0.55,110.2,282,14%,107.5,-0.1,34,1.1,,,0,None,
Clemon Johnson,"Johnson,Clemon",1986,75,1069,0.471,0.111,0.156,0.15,0.229,0.118,0.116,0.018,0,0.032,0.01,5.8,0.471,,0.133,0.55,108.8,275,11%,106.3,-0.4,36,1.2,,,0,None,
Clemon Johnson,"Johnson,Clemon",1987,78,1051,0.494,0.11,0.178,0.155,0.393,0.09,0.099,0.024,0.011,0.022,0.009,6.3,0.5,0,0.144,0.59,115.6,268,10%,109.7,-0.4,36,1.2,,,0,None,
Clemon Johnson,"Johnson,Clemon",1988,74,723,0.467,0.1,0.172,0.214,0.21,0.077,0.077,0.029,0,0.019,0.009,6.9,0.467,,0.135,0.52,104.7,142,9%,108.5,-1.3,10,0.3,,,0,None,
Darryl Johnson,"Johnson,Darryl",1996,11,28,0.417,0.093,0,0.089,0.167,0.283,0.27,0.069,0.083,0,0,5.1,0.455,0,0.048,0.48,100.6,11,23%,112.2,-1.9,0,0,1996,1,0,None,1
Dave Johnson,"Johnson,Dave",1993,42,356,0.393,0.054,0.095,0.172,0.268,0.227,0.231,0.053,0.094,0.002,0.011,3.1,0.4,0.214,0.074,0.45,89.9,147,22%,111.8,-4.6,-19,-0.6,1993,1,0,None,2.5
Dave Johnson,"Johnson,Dave",1994,17,119,0.315,0.088,0.069,0.156,0.241,0.263,0.274,0.05,0.019,0,0.018,2.8,0.321,0,0.079,0.41,80.7,47,25%,110.4,-6.3,-11,-0.4,1993,2,0,None,2.5
Demarco Johnson,"johnson,demarco",2000,5,37,0.333,0.099,0.124,0.277,0,0.151,0.136,0,0,0,0.015,6.5,0.333,,0.112,0.32,64,7,16%,90.7,-3.6,-1,0,2000,1,0,None,3.5
Dennis Johnson,"Johnson,Dennis",1978,81,2209,0.417,0.067,0.068,0.161,0.337,0.205,0.216,0.148,0,0.012,0.024,4.6,0.417,,0.068,0.52,102.7,1044,21%,99.8,0.7,126,4.2,,,0,None,
Dennis Johnson,"Johnson,Dennis",1979,80,2717,0.434,0.056,0.088,0.156,0.276,0.216,0.219,0.145,0,0.019,0.017,3.7,0.434,,0.072,0.51,103.5,1264,21%,102,0.4,135,4.5,,,0,None,
Dennis Johnson,"Johnson,Dennis",1980,81,2937,0.426,0.062,0.087,0.154,0.279,0.243,0.248,0.161,0.043,0.015,0.023,4.4,0.431,0.207,0.074,0.51,103.9,1528,24%,102.6,0.5,152,5.1,,,1,Second Team,
Dennis Johnson,"Johnson,Dennis",1981,79,2615,0.441,0.069,0.084,0.153,0.337,0.252,0.259,0.158,0.042,0.013,0.024,4.5,0.446,0.216,0.077,0.53,107.6,1465,24%,101.4,1.7,201,6.7,,,1,First Team,
Dennis Johnson,"Johnson,Dennis",1982,80,2937,0.473,0.055,0.098,0.163,0.325,0.232,0.241,0.183,0.034,0.01,0.017,4.1,0.48,0.19,0.077,0.53,108.3,1545,23%,104.3,1.1,191,6.4,,,0,None,
Dennis Johnson,"Johnson,Dennis",1983,77,2551,0.465,0.042,0.101,0.189,0.339,0.186,0.194,0.204,0.036,0.008,0.018,3.8,0.473,0.161,0.072,0.52,106,1146,20%,101.8,0.9,152,5.1,,,0,None,
Dennis Johnson,"Johnson,Dennis",1984,80,2665,0.44,0.038,0.079,0.168,0.32,0.182,0.185,0.166,0.036,0.012,0.017,4.5,0.449,0.125,0.06,0.52,107.3,1100,19%,106.2,0.1,117,3.9,,,0,None,
Dennis Johnson,"Johnson,Dennis",1985,80,2976,0.466,0.035,0.08,0.169,0.245,0.193,0.191,0.234,0.024,0.007,0.015,3.6,0.467,0.269,0.059,0.53,109,1369,20%,108.5,0.1,130,4.3,,,0,None,
Dennis Johnson,"Johnson,Dennis",1986,78,2732,0.458,0.03,0.075,0.146,0.229,0.211,0.209,0.22,0.04,0.007,0.019,3.6,0.468,0.143,0.054,0.53,107.4,1276,21%,104.5,0.6,150,5,,,0,None,
Dennis Johnson,"Johnson,Dennis",1987,79,2933,0.448,0.019,0.076,0.155,0.219,0.183,0.18,0.261,0.065,0.007,0.014,3.3,0.467,0.113,0.05,0.52,107.2,1227,19%,109.5,-0.5,90,3,,,0,None,
Dennis Johnson,"Johnson,Dennis",1988,77,2670,0.446,0.029,0.074,0.182,0.318,0.172,0.175,0.288,0.057,0.006,0.017,3.7,0.449,0.261,0.053,0.53,110.1,1182,20%,111.5,-0.3,94,3.1,,,0,None,
Dennis Johnson,"johnson,dennis",1989,72,2309,0.44,0.016,0.078,0.213,0.251,0.153,0.152,0.266,0.078,0.005,0.02,4.4,0.459,0.14,0.047,0.51,103.3,847,17%,111.4,-1.7,15,0.5,,,0,None,
Dennis Johnson,"johnson,dennis",1990,75,2036,0.435,0.027,0.079,0.182,0.248,0.129,0.128,0.297,0.051,0.004,0.019,4.2,0.455,0.042,0.055,0.54,110,709,15%,109.8,-0.4,67,2.2,,,0,None,
Dermarr Johnson,"johnson,dermarr",2001,78,1313,0.427,0.047,0.104,0.211,0.164,0.176,0.173,0.079,0.326,0.014,0.017,4.9,0.399,0.323,0.076,0.4,88.3,389,18%,107.4,-3.3,-37,-1.2,2001,1,0,None,2.5
Dermarr Johnson,"johnson,dermarr",2002,72,1727,0.479,0.039,0.125,0.178,0.157,0.187,0.18,0.077,0.457,0.019,0.019,4.5,0.427,0.36,0.082,0.42,97.5,560,17%,106.4,-1.7,12,0.4,2001,2,0,None,2.5
Dermarr Johnson,"johnson,dermarr",2004,21,286,0.438,0.02,0.135,0.154,0.289,0.207,0.211,0.064,0.371,0.015,0.015,5.4,0.377,0.361,0.079,0.43,100.4,104,19%,110.7,-1.9,1,0,2001,4,0,None,2.5
Dermarr Johnson,"johnson,dermarr",2005,71,1232,0.57,0.04,0.1,0.163,0.216,0.18,0.175,0.098,0.399,0.009,0.018,5.5,0.592,0.358,0.071,0.51,112.7,449,17%,106.3,0.7,70,2.3,2001,5,0,None,2.5
Dermarr Johnson,"johnson,dermarr",2006,58,924,0.523,0.024,0.096,0.151,0.111,0.198,0.183,0.095,0.523,0.017,0.014,4.5,0.521,0.35,0.061,0.44,103.2,315,17%,109.1,-1.2,15,0.5,2001,6,0,None,2.5
Dermarr Johnson,"Johnson,DerMarr",2007,39,419,0.386,0.027,0.125,0.175,0.104,0.214,0.197,0.06,0.571,0.016,0.019,4.5,0.47,0.216,0.077,0.36,81.8,126,18%,102.8,-3.8,-16,-0.5,2001,7,0,None,2.5
Dermarr Johnson,"Johnson,DerMarr",2008,5,28,0.607,0,0.042,0,0,0.307,0.292,0.072,0.643,0,0.019,6.9,0.8,0.333,0.021,0.44,106.7,12,21%,104.2,0.5,1,0,2001,8,0,None,2.5
Eddie Johnson,"Johnson,Eddie",1982,74,1517,0.46,0.092,0.148,0.141,0.154,0.231,0.226,0.101,0.017,0.005,0.016,6.6,0.465,0.091,0.119,0.5,100.2,689,21%,107.7,-1.5,16,0.5,1982,1,0,None,3
Eddie Johnson,"Johnson,Eddie",1983,82,2933,0.501,0.07,0.114,0.132,0.18,0.247,0.238,0.104,0.052,0.004,0.011,4.2,0.506,0.282,0.092,0.54,110.3,1511,21%,107.4,0.8,170,5.7,1982,2,0,None,3
Eddie Johnson,"Johnson,Eddie",1984,82,2920,0.492,0.063,0.115,0.136,0.173,0.29,0.277,0.16,0.041,0.004,0.012,4.4,0.493,0.313,0.089,0.53,107.1,1671,25%,109.9,-0.2,111,3.7,1982,3,0,None,3
Eddie Johnson,"Johnson,Eddie",1985,82,3029,0.496,0.057,0.096,0.143,0.208,0.281,0.269,0.134,0.035,0.004,0.013,3.8,0.5,0.241,0.077,0.53,109.4,1723,24%,114.1,-0.6,91,3,1982,4,0,None,3
Eddie Johnson,"Johnson,Eddie",1986,82,2514,0.477,0.078,0.11,0.142,0.214,0.286,0.279,0.132,0.015,0.004,0.01,4.5,0.479,0.2,0.094,0.52,105.7,1421,25%,111.3,-0.8,64,2.1,1982,5,0,None,3
Eddie Johnson,"Johnson,Eddie",1987,81,2457,0.477,0.065,0.093,0.127,0.204,0.284,0.275,0.159,0.09,0.004,0.008,4.3,0.478,0.314,0.079,0.53,109.7,1412,25%,114.7,-0.5,75,2.5,1982,6,0,None,3
Eddie Johnson,"Johnson,Eddie",1988,73,2177,0.491,0.062,0.103,0.127,0.184,0.276,0.267,0.126,0.085,0.002,0.007,4.2,0.501,0.255,0.082,0.52,107.6,1177,24%,114.9,-1.2,38,1.3,1982,7,0,None,3
Eddie Johnson,"johnson,eddie",1989,70,2043,0.526,0.05,0.107,0.106,0.177,0.314,0.298,0.122,0.141,0.002,0.011,4.7,0.51,0.413,0.08,0.53,113.4,1308,26%,109.4,1.7,159,5.3,1982,8,0,None,3
Eddie Johnson,"johnson,eddie",1990,64,1811,0.492,0.045,0.101,0.123,0.207,0.279,0.264,0.089,0.203,0.003,0.008,4.6,0.472,0.38,0.074,0.5,109,958,23%,111.4,-0.2,69,2.3,1982,9,0,None,3
Eddie Johnson,"Johnson,Eddie",1991,81,2085,0.501,0.06,0.088,0.117,0.204,0.298,0.286,0.084,0.107,0.002,0.014,4.2,0.503,0.325,0.074,0.54,113.1,1180,25%,112.7,0.7,118,3.9,1982,10,0,None,3
Eddie Johnson,"Johnson,Eddie",1992,81,2366,0.47,0.056,0.086,0.115,0.25,0.274,0.271,0.109,0.092,0.003,0.012,4,0.48,0.252,0.071,0.54,112.8,1273,24%,112.8,0.5,124,4.1,1982,11,0,None,3
Eddie Johnson,"Johnson,Eddie",1993,82,1869,0.476,0.076,0.094,0.136,0.236,0.294,0.288,0.115,0.057,0.001,0.01,4.4,0.477,0.304,0.085,0.53,110.9,1094,26%,111.1,0.7,104,3.5,1982,12,0,None,3
Eddie Johnson,"Johnson,Eddie",1994,73,1460,0.499,0.062,0.106,0.117,0.134,0.282,0.269,0.138,0.203,0.003,0.012,4.7,0.476,0.393,0.085,0.5,106.4,761,24%,114.7,-1.3,22,0.7,1982,13,0,None,3
Eddie Johnson,"Johnson,Eddie",1996,62,1002,0.464,0.058,0.13,0.134,0.161,0.277,0.257,0.12,0.294,0.003,0.011,5,0.438,0.352,0.095,0.47,104.7,439,22%,110.9,-1,21,0.7,1982,15,0,None,3
Eddie Johnson,"johnson,eddie",1997,52,913,0.51,0.036,0.138,0.134,0.152,0.248,0.234,0.101,0.362,0.001,0.009,4.3,0.481,0.374,0.089,0.47,106.1,372,20%,107.6,-0.3,33,1.1,1982,16,0,None,3
Eddie Johnson,"johnson,eddie",1998,75,1490,0.478,0.04,0.081,0.115,0.208,0.222,0.216,0.1,0.364,0.001,0.011,2.9,0.465,0.333,0.061,0.48,108.4,585,19%,115.2,-1.3,20,0.7,1982,17,0,None,3
Eddie Johnson,"johnson,eddie",1999,3,18,0.462,0,0.122,0.174,0,0.459,0.408,0.141,0.077,0,0,8,0.5,0,0.065,0.4,79.9,9,34%,118.9,-8.7,-3,-0.1,1982,18,0,None,3
EddieJ Johnson,"Johnson,EddieJ",1978,79,1875,0.484,0.029,0.061,0.207,0.239,0.2,0.198,0.189,0,0.001,0.025,5.9,0.484,,0.044,0.5,100.3,813,20%,102.9,-0.5,58,1.9,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1979,78,2413,0.51,0.028,0.049,0.192,0.247,0.218,0.215,0.221,0,0.003,0.023,4.8,0.51,,0.038,0.54,109.4,1216,22%,107.2,0.7,135,4.5,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1980,79,2622,0.489,0.039,0.043,0.15,0.231,0.26,0.251,0.235,0.011,0.005,0.022,4,0.488,0.385,0.041,0.55,111.5,1408,24%,106.5,1.5,189,6.3,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1981,75,2693,0.507,0.025,0.051,0.157,0.246,0.245,0.239,0.247,0.018,0.002,0.023,3.4,0.508,0.3,0.038,0.55,111.6,1402,23%,110.7,0.5,143,4.8,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1982,68,2314,0.454,0.031,0.063,0.16,0.291,0.256,0.259,0.253,0.03,0.004,0.022,3.9,0.457,0.233,0.047,0.52,104.6,1215,25%,106.1,0,98,3.3,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1983,61,1813,0.462,0.015,0.057,0.164,0.217,0.262,0.26,0.277,0.048,0.002,0.016,3.7,0.459,0.341,0.036,0.5,101.9,970,25%,106.5,-0.6,53,1.8,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1984,67,1893,0.452,0.018,0.07,0.186,0.206,0.246,0.238,0.315,0.054,0.002,0.015,3.9,0.446,0.372,0.044,0.49,100.1,931,25%,110,-1.8,7,0.2,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1985,73,2367,0.49,0.018,0.07,0.203,0.28,0.223,0.224,0.354,0.076,0.002,0.009,3.7,0.493,0.306,0.044,0.52,107.4,1289,24%,111.7,-0.5,74,2.5,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1986,71,1477,0.481,0.022,0.068,0.202,0.18,0.233,0.225,0.33,0.137,0.001,0.006,4.2,0.476,0.341,0.045,0.5,102.5,762,24%,111.9,-1.7,8,0.3,,,0,None,
EddieJ Johnson,"Johnson,EddieJ",1987,24,508,0.47,0.024,0.075,0.186,0.226,0.195,0.192,0.307,0.081,0.001,0.011,3.4,0.468,0.333,0.049,0.53,109.7,242,20%,114.2,-0.9,12,0.4,,,0,None,
Eric Johnson,"johnson,eric",1990,48,272,0.244,0.037,0.081,0.233,0.155,0.186,0.175,0.307,0.071,0.004,0.031,8.6,0.244,0.167,0.06,0.37,76.8,86,20%,106.1,-5.7,-21,-0.7,1990,1,0,None,1.5
Ervin Johnson,"Johnson,Ervin",1994,45,280,0.415,0.203,0.297,0.184,0.274,0.216,0.223,0.036,0,0.048,0.018,7.7,0.415,,0.25,0.5,97.8,127,23%,94.6,0.6,15,0.5,1994,1,0,None,5
Ervin Johnson,"Johnson,Ervin",1995,64,907,0.443,0.135,0.242,0.223,0.151,0.125,0.118,0.024,0.005,0.044,0.009,8.6,0.445,0,0.189,0.48,96.4,233,13%,100.8,-0.6,26,0.9,1994,2,0,None,5
Ervin Johnson,"Johnson,Ervin",1996,81,1519,0.513,0.105,0.226,0.218,0.241,0.144,0.143,0.048,0.009,0.052,0.013,7.7,0.513,0.333,0.168,0.51,102.5,461,15%,98.2,0.6,84,2.8,1994,3,0,None,5
Ervin Johnson,"johnson,ervin",1997,82,2599,0.52,0.103,0.296,0.198,0.206,0.107,0.108,0.043,0.004,0.049,0.013,5.3,0.523,0,0.2,0.53,105.9,630,12%,103.2,-0.1,103,3.4,1994,4,0,None,5
Ervin Johnson,"johnson,ervin",1998,81,2260,0.536,0.13,0.241,0.187,0.303,0.13,0.138,0.042,0,0.043,0.019,6.8,0.536,,0.185,0.56,109.6,685,15%,100.8,1,140,4.7,1994,5,0,None,5
Ervin Johnson,"johnson,ervin",1999,50,1027,0.508,0.143,0.232,0.178,0.339,0.116,0.127,0.029,0,0.036,0.016,7.1,0.508,,0.188,0.55,109.8,289,14%,100.2,0.9,61,2,1994,6,0,None,5
Ervin Johnson,"Johnson,Ervin",2000,80,2129,0.518,0.128,0.227,0.191,0.339,0.076,0.084,0.028,0.004,0.036,0.02,6.7,0.52,0,0.178,0.57,113.2,475,10%,102.5,0.4,107,3.6,1994,7,0,None,5
Ervin Johnson,"johnson,ervin",2001,82,1981,0.545,0.118,0.232,0.158,0.253,0.058,0.062,0.028,0,0.029,0.012,6.2,0.545,,0.175,0.6,121.9,362,8%,101.4,0.8,117,3.9,1994,8,0,None,5
Ervin Johnson,"johnson,ervin",2002,81,1659,0.461,0.104,0.216,0.191,0.155,0.07,0.072,0.023,0.005,0.029,0.012,6.3,0.464,0,0.162,0.5,101.3,276,9%,103.7,-1,36,1.2,1994,9,0,None,5
Ervin Johnson,"Johnson,Ervin",2003,69,1170,0.452,0.117,0.178,0.175,0.222,0.069,0.07,0.029,0,0.032,0.015,7.3,0.452,,0.147,0.54,110.9,216,9%,105,-0.5,37,1.2,1994,10,0,None,5
Ervin Johnson,"johnson,ervin",2004,66,965,0.534,0.076,0.192,0.224,0.165,0.064,0.064,0.035,0.01,0.025,0.015,7.8,0.539,0,0.137,0.51,101,135,7%,96.6,0.1,42,1.4,1994,11,0,None,5
Ervin Johnson,"johnson,ervin",2005,46,411,0.528,0.125,0.186,0.223,0.296,0.078,0.084,0.021,0.019,0.018,0.009,10,0.509,1,0.157,0.54,108.9,88,11%,105.6,-0.4,14,0.5,1994,12,0,None,5
Ervin Johnson,"johnson,ervin",2006,18,80,0.412,0.073,0.288,0.245,0.059,0.128,0.119,0.038,0,0.016,0.007,13.8,0.412,,0.178,0.4,80.1,16,13%,108.1,-4,-3,-0.1,1994,13,0,None,5
Frank Johnson,"Johnson,Frank",1982,79,2027,0.424,0.019,0.06,0.171,0.188,0.222,0.218,0.271,0.097,0.002,0.018,4.6,0.435,0.215,0.04,0.48,96.7,906,22%,105.2,-1.7,12,0.4,1982,1,0,None,1
Frank Johnson,"Johnson,Frank",1983,68,2324,0.417,0.022,0.063,0.226,0.249,0.19,0.193,0.339,0.078,0.001,0.023,3.5,0.423,0.23,0.042,0.47,95.3,1003,22%,101.6,-1.3,35,1.2,1982,2,0,None,1
Frank Johnson,"Johnson,Frank",1984,82,2686,0.473,0.025,0.055,0.182,0.223,0.18,0.179,0.304,0.051,0.001,0.018,3.1,0.478,0.256,0.04,0.52,105.8,1113,19%,109.5,-0.8,69,2.3,1982,3,0,None,1
Frank Johnson,"Johnson,Frank",1985,46,925,0.497,0.027,0.049,0.146,0.201,0.208,0.208,0.221,0.047,0.002,0.022,3.7,0.496,0.353,0.038,0.53,106.9,431,21%,107,0,39,1.3,1982,4,0,None,1
Frank Johnson,"Johnson,Frank",1986,14,402,0.448,0.019,0.056,0.157,0.247,0.213,0.215,0.286,0.019,0.001,0.013,3.6,0.457,0,0.038,0.52,102.7,189,22%,109.3,-1.2,7,0.2,1982,5,0,None,1
Frank Johnson,"Johnson,Frank",1987,18,399,0.461,0.026,0.054,0.198,0.273,0.171,0.173,0.207,0.008,0,0.025,3.7,0.465,0,0.04,0.51,102.1,160,19%,109.6,-1.5,4,0.1,1982,6,0,None,1
Frank Johnson,"Johnson,Frank",1988,75,1258,0.435,0.034,0.074,0.176,0.243,0.22,0.216,0.222,0.018,0.002,0.027,4.6,0.44,0.111,0.054,0.5,101.6,571,22%,108.1,-1.3,20,0.7,1982,7,0,None,1
Frank Johnson,"johnson,frank",1989,67,879,0.445,0.027,0.07,0.282,0.305,0.154,0.156,0.28,0.024,0,0.023,5,0.45,0.167,0.049,0.47,95.8,347,19%,107.7,-2.4,-7,-0.2,1982,8,0,None,1
Frank Johnson,"Johnson,Frank",1993,77,1122,0.438,0.042,0.07,0.205,0.189,0.155,0.149,0.217,0.038,0.003,0.026,4.8,0.45,0.083,0.056,0.5,102.2,399,17%,108.2,-1.3,17,0.6,1982,12,0,None,1
Frank Johnson,"Johnson,Frank",1994,70,875,0.452,0.038,0.067,0.189,0.181,0.19,0.184,0.236,0.04,0.001,0.023,6.6,0.46,0.167,0.053,0.51,103.4,355,19%,110.7,-1.4,10,0.3,1982,13,0,None,1
GeorgeL Johnson,"Johnson,GeorgeL",1979,67,1157,0.482,0.101,0.243,0.229,0.246,0.151,0.156,0.083,0,0.022,0.029,7.8,0.482,,0.172,0.5,99.1,433,17%,98.9,0,47,1.6,,,0,None,
GeorgeL Johnson,"Johnson,GeorgeL",1980,75,1938,0.478,0.1,0.217,0.194,0.228,0.178,0.175,0.114,0.014,0.018,0.02,6.4,0.48,0.222,0.157,0.52,104.1,794,18%,105.1,-0.3,68,2.3,,,0,None,
GeorgeL Johnson,"Johnson,GeorgeL",1981,43,930,0.462,0.113,0.216,0.189,0.236,0.231,0.227,0.134,0.013,0.014,0.024,6.2,0.468,0,0.163,0.51,102.8,463,23%,102.6,0.2,43,1.4,,,0,None,
GeorgeL Johnson,"Johnson,GeorgeL",1982,59,720,0.412,0.106,0.223,0.201,0.206,0.224,0.221,0.082,0.007,0.019,0.024,9.8,0.415,0,0.163,0.45,90.7,307,23%,100,-2,0,0,,,0,None,
GeorgeL Johnson,"Johnson,GeorgeL",1983,82,2297,0.481,0.079,0.182,0.239,0.147,0.192,0.189,0.127,0.044,0.013,0.015,5.8,0.49,0.184,0.128,0.47,95.1,963,20%,108.1,-2.7,-35,-1.2,,,0,None,
GeorgeL Johnson,"Johnson,GeorgeL",1984,81,2073,0.471,0.074,0.171,0.181,0.252,0.237,0.237,0.14,0.053,0.013,0.019,5.9,0.478,0.234,0.123,0.49,100.9,1035,23%,105.3,-0.8,50,1.7,,,0,None,
GeorgeL Johnson,"Johnson,GeorgeL",1985,55,756,0.409,0.072,0.171,0.181,0.186,0.197,0.184,0.069,0.038,0.012,0.02,6.3,0.419,0.1,0.122,0.47,96.8,262,17%,106.2,-1.8,3,0.1,,,0,None,
GeorgeL Johnson,"Johnson,GeorgeL",1986,2,7,0.333,0.155,0.154,0.236,0.667,0.238,0.267,0,0,0,0,6.9,0.333,,0.155,0.44,96.7,4,29%,108.6,-2.5,0,0,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1978,81,2411,0.395,0.094,0.226,0.245,0.184,0.149,0.147,0.06,0,0.059,0.014,6.7,0.395,,0.157,0.42,84.3,761,16%,96.6,-2.3,-16,-0.5,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1979,78,2058,0.427,0.099,0.221,0.273,0.217,0.123,0.121,0.055,0,0.066,0.014,7.3,0.427,,0.157,0.44,88.2,574,14%,98,-1.6,18,0.6,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1980,81,2119,0.457,0.094,0.201,0.274,0.164,0.135,0.131,0.108,0.002,0.065,0.011,7.1,0.458,0,0.147,0.45,90.5,657,16%,99.7,-1.6,18,0.6,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1981,82,1935,0.473,0.126,0.209,0.234,0.231,0.098,0.096,0.058,0,0.075,0.011,6.8,0.473,,0.169,0.53,105.2,494,11%,100.4,0.4,95,3.2,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1982,75,1578,0.467,0.103,0.205,0.291,0.221,0.064,0.065,0.057,0,0.079,0.006,7.9,0.467,,0.154,0.49,97.8,309,9%,102.1,-0.8,39,1.3,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1983,37,461,0.439,0.102,0.168,0.227,0.246,0.068,0.069,0.046,0,0.07,0.011,7.2,0.439,,0.135,0.51,102.1,86,9%,98.9,0,19,0.6,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1985,65,800,0.538,0.1,0.161,0.297,0.278,0.052,0.053,0.032,0.013,0.055,0.011,9.1,0.526,1,0.13,0.52,105.6,139,8%,105,-0.7,22,0.7,,,0,None,
GeorgeT Johnson,"Johnson,GeorgeT",1986,41,264,0.522,0.114,0.156,0.3,0.478,0.049,0.056,0.062,0,0.082,0.011,8.4,0.522,,0.134,0.53,106.3,50,9%,101.3,0.1,12,0.4,,,0,None,
Ivan Johnson,"Johnson,Ivan4",2012,56,934,0.516,0.082,0.201,0.208,0.262,0.178,0.185,0.057,0.022,0.012,0.024,6,0.517,0.333,0.142,0.48,99,328,19%,97,0.3,45,1.5,2012,1,0,None,3.5
